search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
6364	HS6_1105_Neutrophil	Blood Cells			
6363	HS6_1105_Monocyte	Blood Cells			
6362	HS6_1105_CD8	Blood Cells			
6361	HS6_1105_CD4	Blood Cells			
6360	HS6_1105_BCell	Blood Cells			
6359	HS5_0905_Neutrophil	Blood Cells			
6358	HS5_0905_Monocyte	Blood Cells			
6357	HS5_0905_CD8	Blood Cells			
6356	HS5_0905_CD4	Blood Cells			
6355	HS5_0905_BCell	Blood Cells			
6354	HS4_0805_Neutrophil	Blood Cells			
6353	HS4_0805_Monocyte	Blood Cells			
6352	HS4_0805_CD8	Blood Cells			
6351	HS4_0805_CD4	Blood Cells			
6350	HS4_0805_BCell	Blood Cells			
6349	HS3_0805_Neutrophil	Blood Cells			
6348	HS3_0805_Monocyte	Blood Cells			
6347	HS3_0805_CD8	Blood Cells			
6346	HS3_0805_CD4	Blood Cells			
6345	HS3_0805_BCell	Blood Cells			
6344	HS1_0505_Neutrophil	Blood Cells			
6343	HS1_0505_Monocyte	Blood Cells			
6342	HS1_0505_CD8	Blood Cells			
6341	HS1_0505_CD4	Blood Cells			
6340	HS1_0505_BCell	Blood Cells			
6339	COPD7_1105_Neutrophil	Blood Cells			
6338	COPD7_1105_Monocyte	Blood Cells			
6337	COPD7_1105_CD8	Blood Cells			
6336	COPD7_1105_CD4	Blood Cells			
6335	COPD7_1105_BCell	Blood Cells			
6334	COPD5_1105_Neutrophil	Blood Cells			
6333	COPD5_1105_Monocyte	Blood Cells			
6332	COPD5_1105_CD8b	Blood Cells			
6331	COPD5_1105_CD8	Blood Cells			
6330	COPD5_1105_CD4	Blood Cells			
6329	COPD5_1105_BCell	Blood Cells			
6328	COPD3_0705_Neutrophil	Blood Cells			
6327	COPD3_0705_Monocyte	Blood Cells			
6326	COPD3_0705_CD8	Blood Cells			
6325	COPD3_0705_CD4	Blood Cells			
6324	COPD3_0705_BCell	Blood Cells			
6323	COPD2_0505_Neutrophil	Blood Cells			
6322	COPD2_0505_Monocyte	Blood Cells			
6321	COPD2_0505_CD8	Blood Cells			
6320	COPD2_0505_CD4	Blood Cells			
6319	COPD2_0505_BCell	Blood Cells			
6318	COPD1_0405_Neutrophil_0416	Blood Cells			
6317	COPD1_0405_Monocyte_0416	Blood Cells			
6316	COPD1_0405_CD8_0405	Blood Cells			
6315	COPD1_0405_CD4_0405	Blood Cells			
6314	COPD1_0405_BCell_0416	Blood Cells			
6313	Wilmarth_human_saliva2	Other Anatomical Entities			
6312	Wilmarth_human_saliva	Other Anatomical Entities			
6311	Wilmarth_human_lens	Eye			
6310	hair-ucd_sm_cam	Other Anatomical Entities			
6309	hair-ucd_jy_cam	Other Anatomical Entities			
6308	hair-ucd_hr_cam	Other Anatomical Entities			
6306	serum_OGE_2006_LTQ	Blood Plasma			
6305	serum_OGE_2006_LTQ-FT	Blood Plasma			
6304	serum_FFE_2006_LTQ-FT	Blood Plasma			
6303	serum_FFE_2006_LTQ	Blood Plasma			
6302	Wilmarth_human_serum1	Blood Plasma			
6301	MicroProt2	Blood Plasma			
6300	LS_SpikedSerum	Blood Plasma			
6299	BOB_Sensitivity	Blood Plasma			
6298	BOB2H_ISB	Blood Plasma			
6297	BOB2L_ISB	Blood Plasma			
6296	BOB2L	Blood Plasma			
6295	BOBFreezeThaw	Blood Plasma			
6294	HsPlasma_tryp_alkylated	Blood Plasma			
6293	HsPlasma_tryp_nonalkylated	Blood Plasma			
6292	NCIHumanSerum	Blood Plasma			
6642	MicroProt	Blood Plasma			
6291	global_SCX_fractionated	Other Anatomical Entities			
6290	CPE_SCX_fractionated	Other Anatomical Entities			
6289	HUPO34_b1-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6288	HUPO12_run34	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6287	HUPO12_run33	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6286	HUPO12_run32	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6285	HUPO12_run31	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6284	R	Other Anatomical Entities	Resing et al. 2004, Anal Chem. 2004 Jul 1;76(13):3556-68.	15228325	
6283	Q	Other Anatomical Entities	Resing et al. 2004, Anal Chem. 2004 Jul 1;76(13):3556-68.	15228325	
6282	PLC	Other Anatomical Entities	Resing et al. 2004, Anal Chem. 2004 Jul 1;76(13):3556-68.	15228325	
6281	A8_IP	Other Anatomical Entities	Resing et al. 2004, Anal Chem. 2004 Jul 1;76(13):3556-68.	15228325	
6280	HUPO22_M_CA_S	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6279	HUPO40	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6278	HUPO37_b1-HEP_2LCQ	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6277	HUPO29_b1-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6276	HUPO29_b1-HEP	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6275	HUPO29_b1-EDTA_win2	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6274	HUPO29_b1-EDTA_win1	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6273	HUPO29_b1-EDTA_1	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6272	HUPO29_b1-CIT_win2	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6271	HUPO29_b1-CIT_win1	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6270	HUPO29_b1-CIT_1	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6269	HUPO34	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6268	AdducinII	Other Anatomical Entities			
6267	Adducin	Other Anatomical Entities			
6266	CAO_tissue	Other Anatomical Entities			
6265	PID_serum	Blood Plasma			
6264	CAPS	Other Anatomical Entities			
6263	HuBCellRafts_N_ft	Blood Cells			
6262	R2hrs	Other Anatomical Entities			
6261	Colo-205	Cancer Cell Lines, Digestive System			
6260	052104_HumanBrain	Brain			
6259	040804_HumanBrain	Brain			
6222	HuTCellRafts_050303	Blood Cells			
6258	Mono_v_Neutrophil	Other Anatomical Entities			
6257	LATIPdata	Other Anatomical Entities			
6256	nuclear3	Other Anatomical Entities			
6255	lgmem2	Cancer Cell Lines, Other Male Reproductive Organ	Wright et al. (2003)	14709176	
6254	Prost_CALLA_IP_1	Other Male Reproductive Organ			
6253	LATIPdata2	Other Anatomical Entities			
6252	Cytoskeleton	Other Anatomical Entities			
6251	OPDHumanSiHa	Other Anatomical Entities	Prince, J, Carlson, M, Wang, R, Lu, P, and Marcotte E, 2004 Nature Biotechnology, 22(4):471	15085804	
6250	OPDHumanSqCC	Other Anatomical Entities	Prince, J, Carlson, M, Wang, R, Lu, P, and Marcotte E, 2004 Nature Biotechnology, 22(4):471	15085804	
6248	b1-CIT_glyco_qstar	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6247	NIBSC_glyco_lcq	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6246	NIBSC_glyco_qstar	Blood Plasma			
6249	b1-SE_nonglyco_qstar	Blood Plasma			
6245	b1-CIT_glyco_lcq	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6244	HUPO28_Ref-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6243	HUPO28_Ref-CIT	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6242	HUPO28_b3-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6241	HUPO28_b3-CIT	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6240	HUPO28_b1-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6239	HUPO28_b1-CIT	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6238	HUPO28_b2-SERUM	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6237	HUPO28_b2-CIT	Blood Plasma	Omenn 2004, Proteomics, V4, I5, 1235-1240	15188391	
6236	THP1nucLPS	Cancer Cell Lines, Blood			
6235	THP1secLPS	Cancer Cell Lines, Blood			
6233	breakfast_qtof08	Blood Plasma			
6232	caex_qtof08	Blood Plasma			
6231	cat_ex_qtof	Blood Plasma			
6230	cation_ex_lcq	Blood Plasma			
6228	hh4HCVGFP	Other Anatomical Entities			
6227	hh4plusHCVminus	Other Anatomical Entities			
6226	HIV2mockhiv	Other Anatomical Entities			
6225	HIV2hivmock	Other Anatomical Entities			
6224	Trex_1	Other Anatomical Entities	Himeda et al. 2004, Mol Cell Biol. 2004 Mar;24(5):2132-43	14966291	
6229	serum_peo_peptides	Blood Plasma			
6223	Caco2vsEcoli	Cancer Cell Lines, Digestive System	Hardwidge PR, et al. 2004, J Biol Chem. 279(19):20127-36.	14988394	
6221	HuBCellRaft_ICAT1_ft	Other Anatomical Entities			
6219	051503_BAL20_gly_lec	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6218	051503_BAL20_gly_hui	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6220	HuBCellRaft_ICAT1	Blood Cells			
6217	032403_BALF4_glypep	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6216	050603_BALF11	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6215	031003_BALF2	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6214	041803_BALF3	Other Anatomical Entities	Schnapp et al. (2006)	16816363	
6213	ICAT-3B-P3	Other Anatomical Entities			
6212	ICAT-3B-S1	Other Anatomical Entities			
6211	ICAT-3A-P3	Other Anatomical Entities	Shiio et al. 2003, J Am Soc Mass Spectrom. 2003 Jul;14(7):696-703.	12837591	
6210	ICAT-3A-S1	Other Anatomical Entities			
6209	HIV_P3	Other Anatomical Entities			
6208	HIV_P100	Other Anatomical Entities			
6207	HFHp3IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Mol Cell Proteomics. 2004 Jul 21	15269248	
6206	HFHp100IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Genome Biology 2004, 5:R54	15287976	
6205	HFHs100IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Mol Cell Proteomics. 2004 Jul 21	15269248	
6204	Huh7-P3_IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Genome Biology 2004, 5:R54	15287976	
6203	Huh7-P100_IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Genome Biology 2004, 5:R54	15287976	
6202	Huh7-S100_IFN	Cancer Cell Lines, Liver	Yan, W. et al. (2004) Genome Biology 2004, 5:R54	15287976	
6201	HIV_S100	Other Anatomical Entities			
6200	LNCALnucl	Cancer Cell Lines, Other Male Reproductive Organ	Lin et al. 2005, Cancer Res. 2005 Apr 15;65(8):3081-91	15833837	
6199	LNCALcyto	Cancer Cell Lines, Other Male Reproductive Organ	Lin et al. 2005, Cancer Res. 2005 Apr 15;65(8):3081-91	15833837	
6198	LNCALmicrosomal	Cancer Cell Lines, Other Male Reproductive Organ	Lin et al. 2005, Cancer Res. 2005 Apr 15;65(8):3081-91	15833837	
6197	raftflow	Cancer Cell Lines, Blood	von Haller et al. 2003 Mol Cell Proteomics 2, 428-442	12832459	
6196	raftaug	Cancer Cell Lines, Blood	von Haller et al. 2003 Mol Cell Proteomics 2, 428-442	12832459	
6195	raftapr	Cancer Cell Lines, Blood	von Haller et al. 2003 Mol Cell Proteomics 2, 428-442	12832459	
